description,severity,emergency_type,age_group,conscious,breathing_difficulty,severe_breathing_difficulty,bleeding_level,chest_pain,seizure,stroke_signs,burn_level,allergic_reaction,pregnancy_emergency,major_accident,violence_risk
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Adult male, sudden weakness in arm and leg, slurred speech.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Mild sore throat, no fever, able to eat normally.",low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Electrocution victim unresponsive, severe burns at contact points.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Major motorcycle accident, rider conscious but pinned under vehicle. Suspected fractures.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
"High fever 40°C for two days, unable to reduce with medication. Situation ongoing.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"High fever 40°C for two days, unable to reduce with medication.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Severe abdominal pain radiating to back, possible internal bleeding.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Mild headache for a few hours, no fever or vomiting.",low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Elderly person fell from bed. Complains of hip pain, conscious. Unclear history.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Insect bite with local redness. No swelling of lips or throat. Unclear history.,low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure. Family member is calling for help.,medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Elderly person fell from bed. Complains of hip pain, conscious. Family member is calling for help.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Moderate smoke inhalation, coughing, slightly short of breath but conscious.",medium,accident,adult,True,True,False,minor,False,False,False,none,False,False,False,False
Deep laceration requiring stitches. Bleeding controlled with pressure.,medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Gunshot wound to chest, unconscious, critical blood loss. Unclear history.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Severe head trauma from high-speed collision, unconscious, heavy bleeding.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Newborn not breathing after delivery, emergency resuscitation needed.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Drug overdose, completely unresponsive, laboured breathing.",critical,medical,adult,False,True,True,none,False,False,False,none,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing.",critical,medical,adult,False,True,True,none,False,False,False,none,False,False,False,False
"Minor vehicle collision, driver has neck pain and is alert.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury.",high,medical,senior,True,True,False,none,True,False,False,none,False,False,False,False
"Gunshot wound to chest, unconscious, critical blood loss. Family member is calling for help.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Minor vehicle collision, driver has neck pain and is alert. Family member is calling for help.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Moderate burns on both arms from gas explosion. In pain, conscious.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Sudden onset facial drooping, slurred speech, arm weakness — possible stroke.",high,medical,senior,True,False,False,none,False,False,True,none,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing.",medium,elder_care,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Newborn not breathing after delivery, emergency resuscitation needed. Unclear history.",critical,medical,adult,True,True,True,none,False,False,False,none,True,False,False,False
"Minor cut on finger while cooking. Small amount of bleeding, alert and responsive. Family member is calling for help.",low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Full body severe burns, patient unconscious, severe breathing difficulty. Situation ongoing.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Person submerged in water, rescued, not breathing, pale.",critical,medical,adult,False,True,True,none,False,False,False,none,False,False,False,False
Minor bruise on knee after a fall. Alert.,low,other,adult,True,False,False,none,False,False,False,none,False,False,False,False
Small burn from steam on hand. Mild redness. Scene is safe.,low,medical,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"High fever 40°C for two days, unable to reduce with medication. Family member is calling for help.",medium,accident,adult,True,False,False,minor,False,False,False,none,False,False,False,False
"Small kitchen fire extinguished. Minor smoke inhalation, coughing. Unclear history.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Newborn not breathing after delivery, emergency resuscitation needed.",critical,fire,adult,False,True,True,none,False,False,False,severe,False,False,False,False
"Severe abdominal pain radiating to back, possible internal bleeding. Family member is calling for help.",high,medical,adult,True,False,False,none,False,True,False,none,False,False,False,False
"Newborn not breathing after delivery, emergency resuscitation needed. Unclear history.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Major motorcycle accident, rider conscious but pinned under vehicle. Suspected fractures. Requesting immediate assistance.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
"High fever 40°C for two days, unable to reduce with medication.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding.",medium,medical,child,True,False,False,none,False,False,False,none,False,False,False,False
"Broken wrist from a fall. In pain but stable, no bleeding.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Drug overdose, completely unresponsive, laboured breathing. Family member is calling for help.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Minor vehicle collision, driver has neck pain and is alert.",medium,fire,adult,True,True,False,none,False,False,False,minor,False,False,False,False
"Mild headache for a few hours, no fever or vomiting.",low,medical,adult,True,False,False,none,False,False,False,none,False,False,False,False
"Full body severe burns, patient unconscious, severe breathing difficulty.",critical,accident,adult,False,True,True,severe,False,False,False,none,False,False,True,False
"Pregnancy with heavy bleeding at 30 weeks, conscious.",high,accident,adult,True,False,False,moderate,False,False,False,none,False,False,True,False
Small burn from steam on hand. Mild redness.,low,other,senior,True,False,False,none,False,False,False,none,False,False,False,False
"Major fall from scaffold, conscious, possible spinal injury.",high,fire,adult,True,True,False,none,False,False,False,moderate,False,False,False,False
